model,single_precision,single_recall,single_f1,multiple_precision,multiple_recall,multiple_f1,all_precision,all_recall,all_f1,n_single,n_multiple,n_all
xlm-roberta-base,0.8187134502923976,0.44223826714801445,0.5742748315265163,0.7998392282958199,0.5649396735273243,0.6621745279094917,0.8034991090231653,0.5355793110895152,0.6427368148244137,235,296,531
