model,single_precision,single_recall,single_f1,multiple_precision,multiple_recall,multiple_f1,all_precision,all_recall,all_f1,n_single,n_multiple,n_all
vinai/phobert-base,0.775886524822695,0.4936823104693141,0.6034197462768891,0.7883491599707816,0.6127750177430802,0.6895615366184811,0.7857972698228289,0.5842781557067271,0.6702173778410851,235,296,531
