model,single_precision,single_recall,single_f1,multiple_precision,multiple_recall,multiple_f1,all_precision,all_recall,all_f1,n_single,n_multiple,n_all
xlm-roberta-large,0.7451235370611183,0.5171480144404332,0.610548748002131,0.7547105173004454,0.6254080908445706,0.6840021734068151,0.7527114967462039,0.5995032933808444,0.6674280218789446,235,296,531
