model,single_precision,single_recall,single_f1,multiple_precision,multiple_recall,multiple_f1,all_precision,all_recall,all_f1,n_single,n_multiple,n_all
vinai/phobert-large,0.7292604501607717,0.5117328519855595,0.6014319809069213,0.7641318977119784,0.6447125621007807,0.6993609977673415,0.7569009201226831,0.6128927761580822,0.677326968973747,235,296,531
